"id";"year";"make";"model";"color";"price";"mpg_city";"mpg_hwy";"transmission";"engine";"drive_type";"prev_owners";"mileage";"vin";"status";"date_created";"style";"city";"state";"images"
500;1973;"Pontiac";"Firebird Formula";"Black";19729.53;13;29;"Automatic";"V8 4.0L";"AWD";2;82222;"NM9BEG37KCUTAFHLR";1;"2021-10-06";"muscle car";"Denver";"CO";"{""model_imgs_key"": ""pontiac firebird formula""}"
501;1975;"Volkswagen";"Camper";"Black";39448.98;20;27;"Manual";"Flat-4 1.2L";"AWD";1;119137;"CFZXIX7OS60ORARMT";1;"2022-06-19";"van";"San Diego";"CA";"{""model_imgs_key"": ""volkswagen camper""}"
502;1963;"Jeep";"Willys Station Wagon";"White";23131.56;11;14;"Manual";"Flat-4 1.6L";"FWD";3;41285;"K97R6CJDGALA9CJQM";1;"2023-01-14";"station wagon";"New Orleans";"LA";"{""model_imgs_key"": ""jeep willys station wagon""}"
503;1948;"Willys";"Jeepster";"Red";3000.0;11;14;"Manual";"Rotary 1.1L";"FWD";3;143861;"OUJ0OXWFXXCHQ8WW7";1;"2021-06-03";"SUV / 4x4";"Denver";"CO";"{""model_imgs_key"": ""willys jeepster""}"
504;1960;"Mercedes-Benz";"190Sl Roadster";"Beige";34072.15;12;28;"Manual";"V6 4.2L";"FWD";1;45291;"6NDGCP0C7K0FYZ3GI";1;"2022-06-28";"convertible,luxury";"Seattle";"WA";"{""model_imgs_key"": ""mercedes-benz 190sl roadster""}"
505;1969;"Volkswagen";"Porsche 959 Tribute Roadster";"Gray";28355.02;16;22;"Manual";"V8 6.0L";"RWD";3;33682;"YL8CVJQO76Q7BOXUK";1;"2023-03-04";"convertible";"Los Angeles";"CA";"{""model_imgs_key"": ""volkswagen porsche 959 tribute roadster""}"
506;1948;"Cadillac";"Series 62 Coupe";"Gray";37385.91;10;29;"Manual";"V12 5.3L";"FWD";1;47639;"A6OD436GRMP7JGHC6";1;"2022-08-18";"luxury,coupe";"Miami";"FL";"{""model_imgs_key"": ""cadillac series 62 coupe""}"
507;1975;"Oldsmobile";"Delta 88 Royale Convertible";"White";3000.0;13;14;"Automatic";"V12 7.2L";"FWD";3;49367;"763IJ21W4JEUEWB70";1;"2022-03-28";"convertible";"Phoenix";"AZ";"{""model_imgs_key"": ""oldsmobile delta 88 royale convertible""}"
508;1948;"Cadillac";"Series 62 Coupe";"Yellow";38023.64;11;26;"Manual";"V12 5.3L";"RWD";3;50983;"CSUGO53QXUB5EVCXQ";1;"2024-06-19";"luxury,coupe";"Houston";"TX";"{""model_imgs_key"": ""cadillac series 62 coupe""}"
509;1951;"Dodge";"Power Wagon";"Yellow";42596.05;15;17;"Manual";"V8 6.0L";"RWD";2;54923;"FZ00QYCBDZ4EYPIWW";1;"2023-03-15";"SUV / 4x4,pickup";"Bozeman";"MT";"{""model_imgs_key"": ""dodge power wagon""}"
510;1973;"Pontiac";"Firebird Formula";"Brown";12207.72;20;21;"Manual";"V8 4.0L";"RWD";2;123346;"5KS4OD6DJ2XG2B6KW";1;"2024-12-14";"muscle car";"New Orleans";"LA";"{""model_imgs_key"": ""pontiac firebird formula""}"
511;1948;"Cadillac";"Series 62 Coupe";"Yellow";3619.12;12;17;"Automatic";"V12 5.3L";"AWD";1;44188;"A2V5DK4R7YXEZ9A5X";1;"2022-02-01";"luxury,coupe";"Houston";"TX";"{""model_imgs_key"": ""cadillac series 62 coupe""}"
512;1950;"Cadillac";"Series 61 Coupe";"Gray";23837.16;15;23;"Manual";"V8 4.6L";"FWD";1;53063;"6QHGM07BKT9QAUE66";1;"2024-01-24";"luxury,coupe";"Miami";"FL";"{""model_imgs_key"": ""cadillac series 61 coupe""}"
513;1960;"Mercedes-Benz";"190Sl Roadster";"Blue";39889.13;15;22;"Manual";"V6 4.2L";"FWD";1;55354;"8XCF8NN4U4B27M8T1";1;"2024-03-30";"convertible,luxury";"San Diego";"CA";"{""model_imgs_key"": ""mercedes-benz 190sl roadster""}"
514;1969;"Volkswagen";"Porsche 959 Tribute Roadster";"Beige";3000.0;18;25;"Manual";"V8 6.0L";"RWD";2;13109;"7OZEOQGNI1UPNK119";1;"2024-04-11";"convertible";"Phoenix";"AZ";"{""model_imgs_key"": ""volkswagen porsche 959 tribute roadster""}"
515;1951;"Dodge";"Power Wagon";"Brown";3000.0;15;22;"Manual";"V8 6.0L";"RWD";1;34258;"39YW6283LRGXN3AMM";1;"2023-11-05";"SUV / 4x4,pickup";"Chicago";"IL";"{""model_imgs_key"": ""dodge power wagon""}"
516;1952;"Mercedes-Benz";"220 Sedan";"Beige";5367.14;9;27;"Automatic";"Inline-4 3.0L";"AWD";3;99979;"IK5PT1RXRGNM1VO5P";1;"2025-01-29";"sedan,luxury";"Denver";"CO";"{""model_imgs_key"": ""mercedes-benz 220 sedan""}"
517;1982;"Pontiac";"Firebird Trans Am Tribute";"White";36840.42;12;15;"Automatic";"Inline-4 1.6L";"RWD";1;106066;"W0RIJYXA26VFFG32M";1;"2023-08-16";"muscle car";"Portland";"OR";"{""model_imgs_key"": ""pontiac firebird trans am tribute""}"
518;1996;"Ford";"Bronco Eddie Bauer";"Red";13750.39;8;29;"Automatic";"V6 3.8L";"RWD";3;45809;"DHNM2S5JTATN1PB9Z";1;"2024-09-20";"SUV / 4x4";"Los Angeles";"CA";"{""model_imgs_key"": ""ford bronco eddie bauer""}"
519;2004;"Dodge";"Ram Srt 10 Pickup";"Red";37357.8;10;15;"Manual";"Inline-6 3.5L";"RWD";1;78639;"642WPIZBV0ZWH0KIW";1;"2025-02-23";"pickup";"Miami";"FL";"{""model_imgs_key"": ""dodge ram srt 10 pickup""}"
520;1974;"Porsche";"914";"Black";17120.26;14;20;"Automatic";"V8 5.5L";"AWD";3;75150;"7MWBFQ79H7HWE7BN6";1;"2024-04-26";"coupe";"Phoenix";"AZ";"{""model_imgs_key"": ""porsche 914""}"
521;1968;"Pontiac";"Executive Hardtop";"Red";30295.53;17;29;"Automatic";"V8 5.3L";"RWD";2;123696;"SBIV07GJMEU2TU7Y6";1;"2022-11-10";"coupe,luxury";"Houston";"TX";"{""model_imgs_key"": ""pontiac executive hardtop""}"
522;1978;"Chevrolet";"Monza Station Wagon";"Red";27347.96;21;22;"Manual";"V8 4.0L";"FWD";3;87535;"OX7ZGDNRKTV8HA9L2";1;"2022-09-10";"station wagon";"Houston";"TX";"{""model_imgs_key"": ""chevrolet monza station wagon""}"
523;1970;"Lincoln";"Continental Mark Iii 2 Door Hardtop";"Yellow";28653.39;17;27;"Automatic";"Inline-6 3.2L";"AWD";1;20991;"LZMJGES4GGPVJOQ5T";1;"2024-09-29";"luxury,coupe";"Chicago";"IL";"{""model_imgs_key"": ""lincoln continental mark iii 2 door hardtop""}"
524;1938;"Lincoln";"Zephyr Coupe";"Brown";51575.17;8;13;"Automatic";"Flat-4 1.3L";"FWD";2;66075;"EZFBRY0IYL7II89X2";1;"2023-10-14";"luxury,coupe";"Miami";"FL";"{""model_imgs_key"": ""lincoln zephyr coupe""}"
525;1968;"Chevrolet";"Malibu Chevelle Hardtop";"White";21916.59;12;13;"Manual";"V8 6.2L";"AWD";1;95159;"DHAXKRZDGL764PFRP";0;"2024-10-01";"muscle car,coupe";"Houston";"TX";"{""model_imgs_key"": ""chevrolet malibu chevelle hardtop""}"
526;1960;"Lincoln";"Mark V Convertible";"Brown";47430.84;16;28;"Automatic";"V8 4.2L";"RWD";1;91679;"J6JZ11QUICYMJXDZV";1;"2021-04-16";"convertible,luxury";"Los Angeles";"CA";"{""model_imgs_key"": ""lincoln mark v convertible""}"
527;1960;"Mercedes-Benz";"190Sl Roadster";"Black";24067.69;11;23;"Automatic";"V6 4.2L";"AWD";1;15316;"GYUVNYQA7S7EWV9UI";1;"2023-01-10";"convertible,luxury";"Miami";"FL";"{""model_imgs_key"": ""mercedes-benz 190sl roadster""}"
528;1960;"Mercedes-Benz";"190Sl Roadster";"Green";19032.14;17;22;"Automatic";"V6 4.2L";"AWD";3;24527;"HJ5TEHPVPKNNPJJ7J";1;"2022-01-24";"convertible,luxury";"Denver";"CO";"{""model_imgs_key"": ""mercedes-benz 190sl roadster""}"
529;1969;"Volkswagen";"Porsche 959 Tribute Roadster";"Green";60994.22;17;21;"Manual";"V8 6.0L";"RWD";1;136886;"KHZRGPNVS9U10VVUB";1;"2024-01-31";"convertible";"Savannah";"GA";"{""model_imgs_key"": ""volkswagen porsche 959 tribute roadster""}"
530;1975;"Buick";"Electra 225 Limited 2 Door Hardtop";"Brown";23554.33;8;14;"Automatic";"Flat-6 2.2L";"AWD";2;98315;"53DP6GD8AFJ6TZ6YJ";1;"2021-08-05";"luxury,coupe";"Seattle";"WA";"{""model_imgs_key"": ""buick electra 225 limited 2 door hardtop""}"
531;1950;"Cadillac";"Series 61 Coupe";"Brown";35399.85;12;18;"Automatic";"V8 4.6L";"FWD";2;48020;"J54VG60RG3RJRJ4JV";1;"2022-10-20";"luxury,coupe";"Atlanta";"GA";"{""model_imgs_key"": ""cadillac series 61 coupe""}"
532;1979;"Dodge";"D150 Lil Red Express Pickup";"Gray";4144.79;12;27;"Manual";"Flat-4 2.0L";"RWD";2;95611;"BLH7RSDJWSY86FU9F";1;"2024-12-30";"pickup";"Chicago";"IL";"{""model_imgs_key"": ""dodge d150 lil red express pickup""}"
533;1974;"Porsche";"914";"Black";18413.7;8;30;"Automatic";"V8 5.5L";"FWD";1;130499;"VKG0DFYH0DM9UY0VA";1;"2024-11-04";"coupe";"Birmingham";"AL";"{""model_imgs_key"": ""porsche 914""}"
534;1975;"Mercedes-Benz";"300D Sedan";"Black";22918.36;17;24;"Manual";"Inline-4 1.6L";"AWD";3;139934;"E0WBCVSSWUV8889ND";1;"2022-03-04";"sedan,luxury";"Houston";"TX";"{""model_imgs_key"": ""mercedes-benz 300d sedan""}"
535;1972;"Ford";"Mustang Mach 1";"Brown";58144.78;20;20;"Manual";"Flat-6 3.6L";"RWD";2;47756;"A3P941C2E6ZXNH7I9";1;"2022-05-31";"muscle car,coupe";"Miami";"FL";"{""model_imgs_key"": ""ford mustang mach 1""}"
536;1969;"Jaguar";"Xke Roadster";"Black";26790.19;13;24;"Automatic";"V12 5.0L";"FWD";1;89625;"06GGSLYPH4CG0NTEK";1;"2024-08-18";"convertible,luxury";"Chicago";"IL";"{""model_imgs_key"": ""jaguar xke roadster""}"
537;1978;"Chevrolet";"Monza Station Wagon";"Brown";16901.44;14;20;"Automatic";"V8 4.0L";"RWD";1;81907;"HNUERWBPEAJ6B5GC4";1;"2023-02-19";"station wagon";"Chicago";"IL";"{""model_imgs_key"": ""chevrolet monza station wagon""}"
538;1966;"Buick";"Skylark Gs Hardtop";"White";33861.44;14;20;"Automatic";"V8 6.6L";"AWD";1;108909;"E5UYBPAA8L6D6X0LG";1;"2023-12-21";"muscle car,coupe";"Chicago";"IL";"{""model_imgs_key"": ""buick skylark gs hardtop""}"
539;1966;"Ford";"Mustang Gt Hardtop";"Red";29488.42;16;17;"Manual";"V8 4.0L";"FWD";2;134721;"UW23LEX1235EIHD0C";1;"2024-02-14";"muscle car,coupe";"Miami";"FL";"{""model_imgs_key"": ""ford mustang gt hardtop""}"
540;1940;"Dodge";"Vc Series 1 2 Ton Panel Truck";"Yellow";11349.79;14;29;"Manual";"Inline-4 2.5L";"AWD";3;142879;"DGEYY6U0KQ0MXTBZI";1;"2022-12-04";"truck";"Houston";"TX";"{""model_imgs_key"": ""dodge vc series 1 2 ton panel truck""}"
541;1969;"Jaguar";"Xke Roadster";"Gray";42032.34;20;22;"Manual";"V12 5.0L";"AWD";2;28496;"6PQD5VALZW6BQKOYF";1;"2021-04-15";"convertible,luxury";"Indianapolis";"IN";"{""model_imgs_key"": ""jaguar xke roadster""}"
542;1957;"Chevrolet";"210 2 Door Sedan";"Gray";44583.12;16;21;"Automatic";"V6 3.0L";"AWD";2;44424;"HWNILP3D1E071BUVX";1;"2021-12-26";"sedan";"Seattle";"WA";"{""model_imgs_key"": ""chevrolet 210 2 door sedan""}"
543;1990;"Toyota";"Supra Coupe";"Beige";21642.99;13;26;"Manual";"V8 6.2L";"RWD";1;143192;"GM6WJONXZAIL9132L";1;"2024-07-30";"coupe";"Miami";"FL";"{""model_imgs_key"": ""toyota supra coupe""}"
544;1928;"Buick";"116 Sport Coupe";"Gray";17084.19;14;27;"Automatic";"Flat-4 2.0L";"AWD";2;58039;"J8D6WKH119AQCW1CY";1;"2024-05-04";"coupe";"New Orleans";"LA";"{""model_imgs_key"": ""buick 116 sport coupe""}"
545;1970;"Cadillac";"Coupe Deville";"Black";38351.29;10;12;"Automatic";"Inline-6 3.5L";"AWD";2;8095;"6MVW9FF4BPQHSU15F";1;"2025-01-26";"luxury,coupe";"San Diego";"CA";"{""model_imgs_key"": ""cadillac coupe deville""}"
546;1948;"Pontiac";"Streamliner 8 Silver Streak Woody Wagon";"Gray";29889.35;14;22;"Manual";"Inline-4 2.2L";"AWD";3;146410;"IZME2WJJTLMJ2DPOF";0;"2023-03-30";"station wagon";"New Orleans";"LA";"{""model_imgs_key"": ""pontiac streamliner 8 silver streak woody wagon""}"
547;1971;"Volkswagen";"Sand Rover T Pickup Dune Buggy";"Brown";37038.07;13;27;"Automatic";"V12 5.0L";"RWD";2;24116;"1S4FY345NGY35QFID";1;"2024-10-07";"pickup";"Miami";"FL";"{""model_imgs_key"": ""volkswagen sand rover t pickup dune buggy""}"
548;1951;"Chevrolet";"Sedan Delivery";"Green";8783.06;13;18;"Automatic";"Inline-4 2.2L";"AWD";3;5847;"JETV8LA0ITTDFBX6T";1;"2022-05-01";"van";"Los Angeles";"CA";"{""model_imgs_key"": ""chevrolet sedan delivery""}"
549;1969;"Volkswagen";"Kelmark Gt";"Beige";16538.48;9;13;"Automatic";"V8 5.5L";"AWD";1;68986;"AQ15TCPL58LJLA1H8";1;"2024-03-02";"coupe,muscle car";"Louisville";"KY";"{""model_imgs_key"": ""volkswagen kelmark gt""}"
550;1968;"Chevrolet";"Corvair Monza Coupe";"Gray";17071.03;19;21;"Manual";"V8 5.5L";"FWD";1;50062;"KOQMTGNYTLMBIQSYN";1;"2023-11-15";"coupe";"Atlanta";"GA";"{""model_imgs_key"": ""chevrolet corvair monza coupe""}"
551;1940;"Dodge";"Vc Series 1 2 Ton Panel Truck";"Yellow";32995.02;10;23;"Manual";"Inline-4 2.5L";"RWD";3;127819;"6XBOL1WOZPBV6PBNG";1;"2022-03-04";"truck";"Seattle";"WA";"{""model_imgs_key"": ""dodge vc series 1 2 ton panel truck""}"
552;1951;"Dodge";"Power Wagon";"Green";24135.42;9;25;"Automatic";"V8 6.0L";"AWD";1;105558;"F5XH21OE2U5WLXNUU";1;"2023-08-18";"SUV / 4x4,pickup";"Chicago";"IL";"{""model_imgs_key"": ""dodge power wagon""}"
553;1978;"Toyota";"Corolla Sedan";"Yellow";18589.85;9;30;"Automatic";"V8 5.3L";"RWD";1;122819;"EIB7WKV3STQPT3TD9";1;"2024-01-01";"sedan";"Charlotte";"NC";"{""model_imgs_key"": ""toyota corolla sedan""}"
554;1950;"Dodge";"Pickup";"Black";34720.85;18;20;"Manual";"V8 3.5L";"AWD";3;40617;"4DJ7PNWT8XWKR81GO";1;"2022-12-25";"pickup";"Denver";"CO";"{""model_imgs_key"": ""dodge pickup""}"
555;1982;"Toyota";"Pickup";"Yellow";42294.15;14;19;"Automatic";"V8 3.5L";"RWD";1;40985;"7IGK6HL3E2B0HKBB8";1;"2025-03-30";"pickup";"Los Angeles";"CA";"{""model_imgs_key"": ""toyota pickup""}"
556;1970;"Mercedes-Benz";"280Se Sedan";"Beige";49982.67;16;22;"Manual";"V6 4.0L";"AWD";3;143535;"179XJWPTYZR4769QE";1;"2025-03-19";"sedan,luxury";"New Orleans";"LA";"{""model_imgs_key"": ""mercedes-benz 280se sedan""}"
557;1922;"Lincoln";"Model 117 Brunn Sedan";"Yellow";23025.36;17;29;"Manual";"Flat-4 2.0L";"FWD";2;20216;"VVPL5JVE85HBMURMX";1;"2023-10-06";"luxury,sedan";"Birmingham";"AL";"{""model_imgs_key"": ""lincoln model 117 brunn sedan""}"
558;1954;"Lincoln";"Cosmopolitan Sedan";"Green";43517.16;13;29;"Automatic";"V6 3.0L";"RWD";2;117432;"9HOGY5TX1FIAAL1NP";1;"2024-01-17";"luxury,sedan";"Denver";"CO";"{""model_imgs_key"": ""lincoln cosmopolitan sedan""}"
559;1956;"Lincoln";"Premiere 2 Door Hardtop";"Gray";21201.94;16;29;"Manual";"Flat-6 3.2L";"FWD";1;90448;"CY13066ZW8KLJXCN2";1;"2024-01-06";"luxury,coupe";"Denver";"CO";"{""model_imgs_key"": ""lincoln premiere 2 door hardtop""}"
560;1976;"Lincoln";"Continental Town Coupe";"Green";22575.14;20;22;"Automatic";"V6 4.0L";"FWD";3;89258;"B58IJS0NVD7WY01T8";1;"2022-03-12";"luxury,coupe";"Los Angeles";"CA";"{""model_imgs_key"": ""lincoln continental town coupe""}"
561;1959;"Pontiac";"Catalina Hardtop";"Beige";31662.47;11;23;"Manual";"Rotary 1.2L";"FWD";3;128923;"1LBHUOSWU3S9VSL3L";1;"2023-11-23";"coupe,luxury";"Phoenix";"AZ";"{""model_imgs_key"": ""pontiac catalina hardtop""}"
562;1954;"Lincoln";"Cosmopolitan Sedan";"Yellow";32572.24;21;29;"Automatic";"V6 3.0L";"FWD";3;68727;"Y3IHTKCTFU9GP2D2H";1;"2022-10-23";"luxury,sedan";"Chicago";"IL";"{""model_imgs_key"": ""lincoln cosmopolitan sedan""}"
563;1996;"Ford";"Bronco Eddie Bauer";"Gray";26402.83;21;22;"Manual";"V6 3.8L";"AWD";1;129201;"69T86VY0U8BX1W8VM";1;"2021-06-05";"SUV / 4x4";"Seattle";"WA";"{""model_imgs_key"": ""ford bronco eddie bauer""}"
564;1964;"Dodge";"Dart 270 2 Door Hardtop";"Blue";30651.12;22;28;"Automatic";"V6 2.5L";"RWD";3;138385;"3UTTLXW5OD622SG1I";1;"2021-07-24";"sedan,coupe";"Chicago";"IL";"{""model_imgs_key"": ""dodge dart 270 2 door hardtop""}"
565;1959;"Pontiac";"Catalina Hardtop";"Beige";37161.68;14;21;"Automatic";"Rotary 1.2L";"AWD";2;20862;"0MDH5LZ1XTUL119ZA";1;"2022-02-14";"coupe,luxury";"Miami";"FL";"{""model_imgs_key"": ""pontiac catalina hardtop""}"
566;1978;"Toyota";"Corolla Sedan";"Red";69506.41;8;29;"Automatic";"V8 5.3L";"AWD";3;34573;"U8TC989GB6TVVMAHV";1;"2022-05-29";"sedan";"Chicago";"IL";"{""model_imgs_key"": ""toyota corolla sedan""}"
567;1974;"Porsche";"914";"Gray";56242.74;21;27;"Manual";"V8 5.5L";"FWD";3;43870;"5XGD5HMBOW1XR2CE7";1;"2023-12-08";"coupe";"Atlanta";"GA";"{""model_imgs_key"": ""porsche 914""}"
568;1966;"Buick";"Skylark Gs Hardtop";"White";26149.83;19;25;"Automatic";"V8 6.6L";"FWD";2;95528;"J9CTQ6ZHZN61NV5KA";1;"2022-06-12";"muscle car,coupe";"Chicago";"IL";"{""model_imgs_key"": ""buick skylark gs hardtop""}"
569;1968;"Chevrolet";"Malibu Chevelle Hardtop";"Black";22691.77;10;29;"Automatic";"V8 6.2L";"RWD";1;99262;"D0DCHQBX1S1HK7VEU";1;"2024-01-31";"muscle car,coupe";"Phoenix";"AZ";"{""model_imgs_key"": ""chevrolet malibu chevelle hardtop""}"
570;1957;"Oldsmobile";"Super 88 Convertible";"Gray";11188.51;9;28;"Manual";"Rotary 1.1L";"RWD";1;81310;"YFG7V9OUJ204D5E0C";1;"2021-08-26";"convertible";"Atlanta";"GA";"{""model_imgs_key"": ""oldsmobile super 88 convertible""}"
571;1957;"Mercedes-Benz";"180D Sedan";"White";31273.53;13;16;"Manual";"V6 4.2L";"FWD";3;44500;"4B70AGDCX7RT422QB";1;"2024-06-19";"sedan,luxury";"Chicago";"IL";"{""model_imgs_key"": ""mercedes-benz 180d sedan""}"
572;1984;"Cadillac";"Fleetwood Brougham D Elegance";"Yellow";12201.28;9;25;"Manual";"Flat-6 2.0L";"FWD";3;21584;"OQYZ0X6AFQQ9DWPHT";1;"2021-07-06";"luxury,sedan";"Denver";"CO";"{""model_imgs_key"": ""cadillac fleetwood brougham d elegance""}"
573;1967;"Volkswagen";"Beetle";"Brown";25282.3;20;30;"Automatic";"Flat-4 1.6L";"RWD";3;149129;"98BXMA592SP9TXL1M";1;"2023-05-07";"coupe,sedan";"Denver";"CO";"{""model_imgs_key"": ""volkswagen beetle""}"
574;1970;"Pontiac";"Gto Hardtop";"Gray";10682.64;16;22;"Automatic";"Flat-4 1.3L";"FWD";1;107875;"IVR6VK66QGX27VANH";1;"2024-09-08";"muscle car";"Denver";"CO";"{""model_imgs_key"": ""pontiac gto hardtop""}"
575;1995;"Jaguar";"Xjs V12 Convertible";"Green";26111.08;15;15;"Automatic";"V12 7.2L";"FWD";3;148054;"ST16VA2UCQFMKYFK8";1;"2021-10-20";"convertible,luxury";"Houston";"TX";"{""model_imgs_key"": ""jaguar xjs v12 convertible""}"
576;1967;"Volkswagen";"Beetle";"White";26917.57;16;28;"Automatic";"Flat-4 1.6L";"RWD";3;121302;"0B40TNJM0QD3LZSVL";1;"2022-09-19";"coupe,sedan";"Houston";"TX";"{""model_imgs_key"": ""volkswagen beetle""}"
577;1978;"Chevrolet";"Monza Station Wagon";"Brown";28350.09;18;20;"Manual";"V8 4.0L";"AWD";2;112643;"XJ38IMKR1RVV7KU7K";1;"2022-04-18";"station wagon";"Houston";"TX";"{""model_imgs_key"": ""chevrolet monza station wagon""}"
578;1978;"Toyota";"Corolla Sedan";"Yellow";25764.04;10;20;"Manual";"V8 5.3L";"AWD";1;125130;"G1XBTXVE2X5L84JCJ";1;"2023-07-07";"sedan";"New Orleans";"LA";"{""model_imgs_key"": ""toyota corolla sedan""}"
579;1984;"Dodge";"Rampage";"Black";31055.13;9;26;"Manual";"Inline-4 2.2L";"RWD";1;41078;"2U02RTQ8LO8YXGVA4";1;"2024-03-07";"pickup";"Houston";"TX";"{""model_imgs_key"": ""dodge rampage""}"
580;1928;"Buick";"116 Sport Coupe";"Green";30535.75;19;29;"Manual";"Flat-4 2.0L";"AWD";1;92294;"NUUTCW5BCUFWJOH81";1;"2024-08-09";"coupe";"Phoenix";"AZ";"{""model_imgs_key"": ""buick 116 sport coupe""}"
581;1968;"Chevrolet";"Corvair Monza Coupe";"Green";3000.0;18;22;"Automatic";"V8 5.5L";"AWD";2;27151;"SDRU3VT1KJER9QA2W";1;"2021-04-05";"coupe";"Louisville";"KY";"{""model_imgs_key"": ""chevrolet corvair monza coupe""}"
582;1981;"Nissan";"280Zx";"Brown";30677.96;8;12;"Automatic";"V8 4.5L";"AWD";3;48259;"LLCCXJHBNG8JIG8RB";1;"2022-05-05";"coupe";"Seattle";"WA";"{""model_imgs_key"": ""nissan 280zx""}"
583;1964;"Volkswagen";"Karmann Ghia Coupe";"Blue";39127.86;19;20;"Manual";"Inline-6 3.5L";"RWD";2;80639;"7GPLAKRJO7TOHDKPU";1;"2021-11-27";"coupe";"Chicago";"IL";"{""model_imgs_key"": ""volkswagen karmann ghia coupe""}"
584;1968;"Pontiac";"Executive Hardtop";"Yellow";18154.96;19;29;"Manual";"V8 5.3L";"RWD";2;90317;"RN0VIPY0S7G7EPDV9";1;"2022-09-05";"coupe,luxury";"Houston";"TX";"{""model_imgs_key"": ""pontiac executive hardtop""}"
585;1995;"Jaguar";"Xjs V12 Convertible";"Black";42795.61;12;19;"Manual";"V12 7.2L";"AWD";2;8960;"9U5KJ2XYYUTMIGTM2";0;"2022-03-24";"convertible,luxury";"Indianapolis";"IN";"{""model_imgs_key"": ""jaguar xjs v12 convertible""}"
586;1941;"Cadillac";"Series 63 Touring Sedan";"Green";41686.73;16;21;"Manual";"V8 4.0L";"FWD";1;35390;"H8FND0GCW3M3UBIB8";1;"2022-09-15";"luxury,sedan";"Houston";"TX";"{""model_imgs_key"": ""cadillac series 63 touring sedan""}"
587;1975;"Mercedes-Benz";"300D Sedan";"White";45835.09;19;29;"Automatic";"Inline-4 1.6L";"FWD";1;131773;"7B40DRNVKZWLMMPYD";1;"2024-09-25";"sedan,luxury";"New Orleans";"LA";"{""model_imgs_key"": ""mercedes-benz 300d sedan""}"
588;1951;"Lincoln";"Lido Hardtop";"White";9479.22;20;20;"Manual";"V6 3.8L";"RWD";3;31824;"JNKLCZ41SI883Z1MT";1;"2023-10-21";"luxury,coupe";"Phoenix";"AZ";"{""model_imgs_key"": ""lincoln lido hardtop""}"
589;1975;"Volkswagen";"Camper";"White";42852.72;17;20;"Manual";"Flat-4 1.2L";"AWD";3;121563;"VD5BCNDG77MP34LKT";1;"2021-06-26";"van";"Savannah";"GA";"{""model_imgs_key"": ""volkswagen camper""}"
590;1967;"Ford";"Thunderbird Landau Hardtop";"White";42406.74;21;23;"Manual";"Flat-6 2.7L";"RWD";3;25861;"UCU3NCVRS1H0QOOPG";1;"2022-05-18";"luxury,coupe";"Chicago";"IL";"{""model_imgs_key"": ""ford thunderbird landau hardtop""}"
591;1967;"Pontiac";"Firebird Convertible";"Green";7269.1;18;29;"Automatic";"Inline-6 2.8L";"AWD";3;48358;"7T6J5H69DZZPQFQLI";1;"2021-10-18";"convertible,muscle car";"Atlanta";"GA";"{""model_imgs_key"": ""pontiac firebird convertible""}"
592;1967;"Oldsmobile";"442 Convertible";"Blue";53110.77;17;25;"Automatic";"V8 7.0L";"RWD";3;51131;"IWJ0K5R9PEV9O3PMC";1;"2024-07-23";"convertible,muscle car";"Miami";"FL";"{""model_imgs_key"": ""oldsmobile 442 convertible""}"
593;1951;"Chevrolet";"Sedan Delivery";"Brown";18437.97;20;27;"Manual";"Inline-4 2.2L";"FWD";3;116099;"XPUNYPQZNZ9ZDOWWX";1;"2021-04-23";"van";"Los Angeles";"CA";"{""model_imgs_key"": ""chevrolet sedan delivery""}"
594;1957;"BMW";"Isetta 300 Cabriolet";"Gray";41901.39;18;18;"Manual";"Rotary 1.2L";"FWD";2;31794;"Y500HSSF9EXWYL7R2";1;"2021-05-22";"coupe";"Chicago";"IL";"{""model_imgs_key"": ""bmw isetta 300 cabriolet""}"
595;1970;"Lincoln";"Continental Mark Iii 2 Door Hardtop";"Black";17865.97;14;25;"Manual";"Inline-6 3.2L";"AWD";3;35623;"ZBOW1S9VJYW5ASQV9";1;"2021-09-20";"luxury,coupe";"Houston";"TX";"{""model_imgs_key"": ""lincoln continental mark iii 2 door hardtop""}"
596;1951;"Dodge";"Meadowbrook 4 Door Sedan";"Blue";62062.93;11;13;"Automatic";"V8 7.0L";"RWD";2;91573;"3HE5UMOQJOZJ25L3I";0;"2022-11-17";"sedan";"Los Angeles";"CA";"{""model_imgs_key"": ""dodge meadowbrook 4 door sedan""}"
597;1971;"Dodge";"Challenger R T";"Brown";9672.24;16;22;"Manual";"V8 4.2L";"RWD";3;41085;"7MEE8FZA1NCDC4474";1;"2022-10-07";"muscle car,coupe";"Birmingham";"AL";"{""model_imgs_key"": ""dodge challenger r t""}"
598;1951;"Dodge";"Meadowbrook 4 Door Sedan";"Red";26307.16;19;21;"Automatic";"V8 7.0L";"FWD";3;78935;"NJ3CH1V3CVUPL5K4A";1;"2021-08-09";"sedan";"Chicago";"IL";"{""model_imgs_key"": ""dodge meadowbrook 4 door sedan""}"
599;1952;"Mercedes-Benz";"220 Sedan";"Brown";61615.64;10;28;"Automatic";"Inline-4 3.0L";"AWD";1;30535;"GEJX4HCOGE3EOFKWP";1;"2023-10-09";"sedan,luxury";"Phoenix";"AZ";"{""model_imgs_key"": ""mercedes-benz 220 sedan""}"
