year,make,model,color,price,mpg_city,mpg_hwy,transmission,engine,drive_type,prev_owners,mileage,vin,status,date_created,city,state,style
1989,Subaru,GL,Beige,33804,18,15,Automatic,I6,FWD,1,154683,DRT98838lXpt77246,1,2022-03-24,Phoenix,AZ,coupe
1992,Toyota,Land Cruiser,LightCoral,66635,15,16,Automatic,V8,FWD,3,51078,dWc40691USKu14766,1,2023-04-20,Houston,TX,SUV / 4x4
1963,Toyota,Land Cruiser,BlueViolet,36803,17,24,Manual,V8,AWD,3,153795,qyD63900XOUH44468,1,2024-07-09,Nashville,TN,SUV / 4x4
1968,Toyota,Land Cruiser,Pink,25275,16,22,Manual,I6,FWD,1,187689,nwk47917MmCc72194,1,2023-09-23,Denver,CO,SUV / 4x4
1971,Toyota,Land Cruiser,LimeGreen,22708,12,22,Manual,V8,AWD,3,171253,LBE75295Xxri56384,1,2023-07-18,Chicago,IL,SUV / 4x4
1984,Toyota,Land Cruiser,DarkSlateBlue,26885,10,24,Automatic,Flat-6,FWD,1,97852,sMy33857mQyA55664,1,2024-10-25,Nashville,TN,SUV / 4x4
1961,Jeep,Wagoneer,PowderBlue,18392,17,26,Manual,I6,FWD,2,186846,OSV61082iPzb89232,1,2023-09-09,Miami,FL,"SUV / 4x4,station wagon"
1968,Jeep,Wagoneer,Magenta,27771,14,26,Automatic,I4,AWD,2,70961,zSg24208BbdB30287,1,2025-02-11,Chicago,IL,"SUV / 4x4,station wagon"
1994,Jeep,Wagoneer,DarkGreen,36374,19,24,Automatic,I6,RWD,2,195333,BJO62839XczM02501,1,2024-02-14,Los Angeles,CA,"SUV / 4x4,station wagon"
1984,Jeep,Wagoneer,PowderBlue,32210,20,28,Manual,V8,AWD,3,111547,zAe55097Wpkv41419,1,2023-03-08,Boston,MA,"SUV / 4x4,station wagon"
1986,Jeep,Wagoneer,DarkBlue,54275,17,16,Manual,I4,AWD,1,151654,jJh35259QaEB74770,1,2023-11-27,New York,NY,"SUV / 4x4,station wagon"
1962,Chevrolet,C/K,Tan,23509,11,18,Automatic,Flat-6,FWD,1,152625,IHU42727FULF35494,1,2022-03-23,New York,NY,pickup
1991,Chevrolet,C/K,DarkGray,46339,16,19,Manual,V6,AWD,2,164079,Ddu63760cMDU41085,1,2022-12-18,Dallas,TX,pickup
1992,Chevrolet,C/K,SteelBlue,42997,10,20,Manual,V8,AWD,3,141039,IqP67847Pvhc48277,1,2024-10-25,Chicago,IL,pickup
1986,Chevrolet,C/K,SaddleBrown,27670,12,27,Manual,I4,FWD,3,186557,sHT52119XSMx81247,1,2025-01-08,Dallas,TX,pickup
1990,Ferrari,Testarossa,LightGoldenRodYellow,72125,14,27,Manual,Flat-6,RWD,3,122045,QeQ19679fKyj76747,1,2022-05-31,Denver,CO,"coupe,luxury"
1965,Ferrari,308,Thistle,39951,18,23,Automatic,V8,AWD,1,161945,nmW15536OreC43335,1,2023-11-08,Seattle,WA,"coupe,luxury"
1984,Ferrari,Testarossa,Gainsboro,41076,13,25,Automatic,V12,FWD,3,186727,OES55362RwSb29198,1,2023-03-29,Dallas,TX,"coupe,luxury"
1993,Ferrari,308,LightCyan,34449,18,28,Automatic,Flat-6,FWD,1,139907,Ogv04171vqjC13530,1,2024-01-14,Nashville,TN,"coupe,luxury"
1970,Ferrari,308,GreenYellow,38771,17,18,Automatic,V8,RWD,2,138317,xPz19957ghcK33926,1,2023-06-29,New York,NY,"coupe,luxury"
1980,AMC,Gremlin,MediumSlateBlue,38041,17,24,Manual,V8,RWD,3,82714,QEl51659ySTI35571,1,2024-07-29,Dallas,TX,hatchback
1977,AMC,Javelin,Indigo,53501,11,19,Automatic,I6,FWD,2,121250,ISp20305dhMQ18114,1,2023-01-22,Miami,FL,"coupe,muscle car"
1994,AMC,Gremlin,White,38147,10,27,Automatic,V6,FWD,2,147955,WRb31824kpAS64398,1,2024-12-13,Seattle,WA,hatchback
1985,AMC,Javelin,RosyBrown,16643,15,23,Automatic,V12,RWD,3,62497,Fzv41202BeDL55598,1,2024-09-30,Denver,CO,"coupe,muscle car"
1963,AMC,Javelin,YellowGreen,59789,20,28,Manual,I4,RWD,3,107366,dlM93775XPEH30417,1,2024-03-15,Phoenix,AZ,"coupe,muscle car"
